76234,48
91764,6
77511,48
33323,12
94568,6
76087,48
48439,26
60712,17
48357,26
3301,33
48015,26
83837,16
30144,13
76051,48
99501,2
94568,6
33156,12
78602,48
72022,5
83687,16
78759,48
77065,48
8401,34
33024,12
55426,27
33870,12
11706,36
58201,38
28117,37
76210,48
32817,12
77304,48
49441,26
14043,36
22182,51
33403,12
75209,48
55344,27
93215,6
63123,29
91423,6
91324,6
60020,17
93313,6
14615,36
48034,26
33463,12
78626,48
63048,29
85023,4
70506,22
77090,48
63011,29
54956,55
48084,26
48084,26
79605,48
30157,13
62234,17
77065,48
29651,45
78238,48
30265,13
73110,40
77478,48
78572,48
77656,48
76049,48
15301,42
43015,39
12919,36
79501,48
68521,31
31093,13
93313,6
75237,48
48036,26
48095,26
54937,55
48313,26
27103,37
78596,48
63011,29
4330,23
92234,6
48439,26
48124,26
70806,22
2919,44
49512,26
6810,9
77320,48
8075,34
48867,26
58103,38
71913,5
92591,6
8822,34
48335,26
75207,48
75209,48
14810,36
48035,26
50322,19
50021,19
68008,31
20878,24
3103,33
26601,54
85297,4
79936,48
11101,36
91107,6
11234,36
5403,50
85014,4
8812,34
44460,39
27577,37
21029,24
77327,48
75080,48
15012,42
77521,48
77836,48
78412,48
93230,6
85283,4
19526,42
32114,12
15146,42
70503,22
27511,37
10954,36
46060,18
45103,39
35601,1
19053,42
70360,22
13039,36
78539,48
84115,49
11101,36
60050,17
48103,26
1501,25
90703,6
32043,12
48054,26
37129,47
65203,29
13601,36
88240,35
39705,28
47546,18
28602,37
33025,12
46038,18
30253,13
78363,48
92336,6
32210,12
920,#N/A
76051,48
46514,18
14052,36
73134,40
51555,19
23233,51
33713,12
77034,48
33064,12
38305,47
63105,29
27511,37
37115,47
14025,36
33143,12
3581,33
44515,39
60435,17
24540,51
70806,22
14221,36
38017,47
27701,37
54729,55
89701,32
12550,36
43950,39
48185,26
46804,18
77079,48
7927,34
11787,36
44256,39
60423,17
53081,55
54130,55
32405,12
48375,26
46410,18
77471,48
41101,21
80033,8
11793,36
52240,19
14482,36
55437,27
92108,6
72032,5
32809,12
55811,27
28546,37
39503,28
47274,18
44146,39
44077,39
20748,24
1105,25
46227,18
2184,25
79424,48
71201,22
77090,48
55344,27
14624,36
95661,6
5150,50
16117,42
54904,55
39601,28
44408,39
44512,39
3060,33
31539,13
58801,38
49512,26
77554,48
14127,36
54501,55
57105,46
77090,48
93710,6
98502,53
78154,48
30341,13
4401,23
95661,6
63105,29
18902,42
16105,42
78232,48
30076,13
11021,36
24012,51
63105,29
76210,48
47421,18
46227,18
60525,17
44890,39
15642,42
99301,53
92806,6
13440,36
60062,17
72712,5
85301,4
27262,37
73139,40
73096,40
60062,17
30009,13
56301,27
48239,26
45251,39
37091,47
44221,39
91754,6
74129,40
73401,40
90504,6
32505,12
11570,36
48183,26
78520,48
6705,9
48328,26
85716,4
48135,26
26651,54
76018,48
73036,40
75007,48
27604,37
4092,23
53546,55
37040,47
10019,36
48706,26
76230,48
59102,30
4401,23
48327,26
40299,21
5602,50
93036,6
76401,48
52501,19
90706,6
40361,21
78542,48
48307,26
48360,26
46268,18
21061,24
65804,29
94538,6
63026,29
48066,26
55344,27
35805,1
12206,36
78501,48
44070,39
33134,12
48603,26
48307,26
42420,21
43229,39
77375,48
79331,48
71301,22
87110,35
6066,9
14127,36
8012,34
48813,26
91355,6
48092,26
30096,13
18902,42
30417,13
33409,12
48768,26
38133,47
7755,34
75209,48
95356,6
88201,35
60435,17
28098,37
15401,42
47620,18
7728,34
95136,6
78336,48
77539,48
33563,12
71105,22
6790,9
46545,18
13820,36
70607,22
66609,20
70570,22
55429,27
32837,12
78666,48
63031,29
89118,32
59901,30
85014,4
74501,40
93710,6
77979,48
56001,27
90703,6
77090,48
72143,5
11530,36
22303,51
82070,56
48911,26
77338,48
32256,12
71602,5
48360,26
22191,51
28212,37
48375,26
48623,26
48224,26
55082,27
48430,26
50021,19
55021,27
38555,47
72476,5
66202,20
97030,41
91786,6
72117,5
45246,39
98057,53
89502,32
76901,48
60546,17
94538,6
30458,13
52761,19
30080,13
14420,36
60525,17
27609,37
79703,48
60540,17
37090,47
8648,34
48038,26
43235,39
14304,36
60487,17
79762,48
85388,4
95757,6
85260,4
48423,26
6010,9
25508,54
72704,5
45769,39
8210,34
8054,34
45459,39
70518,22
77521,48
19382,42
93618,6
24740,54
17756,42
24502,51
39466,28
32771,12
91791,6
29566,45
60443,17
78753,48
29906,45
8512,34
89014,32
75165,48
98312,53
33177,12
30519,13
55448,27
15090,42
92220,6
74955,40
55344,27
70360,22
3801,33
75701,48
31909,13
52742,19
92243,6
11040,36
5301,50
46072,18
28560,37
92504,6
78104,48
48180,26
78154,48
92029,6
78416,48
23602,51
48180,26
32809,12
76234,48
56334,27
92392,6
48429,26
60074,17
27105,37
75075,48
44512,39
91367,6
53105,55
44601,39
64735,29
23139,51
6484,9
31707,13
49002,26
77859,48
43040,39
28403,37
46322,18
48165,26
89104,32
83713,16
68701,31
25177,54
28027,37
65101,29
75070,48
54304,55
29625,45
43213,39
90064,6
72908,5
614,#N/A
47304,18
80113,8
48423,26
57401,46
45150,39
29212,45
74834,40
39202,28
35235,1
54016,55
53916,55
35405,1
30341,13
60002,17
17042,42
45249,39
15146,42
72076,5
78332,48
73069,40
12449,36
60004,17
64153,29
33619,12
76017,48
92782,6
49404,26
43616,39
79932,48
65301,29
27284,37
44136,39
79701,48
13495,36
98632,53
26059,54
79504,48
79762,48
46168,18
48034,26
48170,26
58104,38
47129,18
95117,6
3561,33
87114,35
63132,29
49417,26
24701,54
68025,31
77074,48
84041,49
99701,2
64114,29
38732,28
30518,13
45365,39
78230,48
55110,27
72762,5
33853,12
54665,55
11968,36
14094,36
1880,25
77338,48
13057,36
55746,27
79714,48
35216,1
78634,48
80634,8
85297,4
36606,1
63376,29
79925,48
66046,20
39452,28
78759,48
85365,4
90621,6
43701,39
85382,4
77304,48
72933,5
42303,21
7631,34
14559,36
76116,48
15236,42
72404,5
8065,34
75766,48
8701,34
76301,48
47401,18
48265,26
43140,39
65807,29
58401,38
46360,18
85260,4
81501,8
55008,27
33169,12
54481,55
48357,26
33316,12
49022,26
74361,40
75093,48
68118,31
5819,50
92867,6
77503,48
31406,13
92677,6
89502,32
55110,27
90230,6
77706,48
50263,19
7095,34
79549,48
49120,26
26501,54
55432,27
73132,40
12205,36
14467,36
58554,38
43228,39
39042,28
75062,48
37388,47
48658,26
34684,12
64055,29
75605,48
37040,47
61032,17
21117,24
73072,40
90007,6
41042,21
16501,42
55044,27
12901,36
65605,29
74432,40
32117,12
91401,6
27407,37
8753,34
61021,17
77054,48
27889,37
19003,42
60178,17
47904,18
14221,36
72019,5
17201,42
7652,34
78006,48
70001,22
48084,26
60048,17
48838,26
35501,1
92008,6
48170,26
70816,22
18017,42
85705,4
47715,18
79925,48
54914,55
14424,36
60453,17
74117,40
84070,49
13021,36
75238,48
19063,42
18045,42
20109,51
60148,17
28546,37
61112,17
29501,45
62249,17
78501,48
70403,22
30501,13
79922,48
85225,4
2360,25
63376,29
33525,12
32177,12
77802,48
77034,48
78582,48
10958,36
48313,26
46410,18
85711,4
48095,26
71270,22
87301,35
78586,48
92029,6
71105,22
5701,50
48837,26
77581,48
85226,4
75035,48
66061,20
33130,12
29483,45
76802,48
80124,8
71111,22
70663,22
60031,17
36201,1
34769,12
45405,39
19363,42
77833,48
65616,29
78840,48
46808,18
33619,12
85635,4
46805,18
67410,20
95776,6
99207,53
73134,40
45036,39
60453,17
53142,55
55744,27
29732,45
71201,22
15090,42
49829,26
7882,34
48532,26
60440,17
88101,35
77515,48
84095,49
55124,27
55025,27
44146,39
63042,29
1702,25
19073,42
8002,34
14903,36
43615,39
55113,27
68025,31
63123,29
33612,12
18103,42
85382,4
48059,26
10549,36
55344,27
64093,29
73114,40
48184,26
80123,8
80525,8
23185,51
85323,4
97504,41
8701,34
12601,36
43302,39
29108,45
18964,42
50327,19
46901,18
80634,8
62650,17
8861,34
36303,1
49221,26
98371,53
77901,48
50511,19
58554,38
90640,6
33763,12
79424,48
53130,55
15501,42
94010,6
82718,56
55303,27
12550,36
2703,25
51449,19
85705,4
72112,5
53066,55
17404,42
76180,48
51501,19
48734,26
29203,45
27405,37
32308,12
72802,5
48415,26
70737,22
60438,17
76903,48
29607,45
76116,48
20601,24
78028,48
3801,33
48130,26
80601,8
8053,34
43228,39
60455,17
85023,4
73134,40
53080,55
7424,34
89014,32
94520,6
60641,17
33912,12
47670,18
15108,42
93907,6
48161,26
19963,10
66441,20
30401,13
55431,27
74135,40
74145,40
49036,26
50588,19
21702,24
45638,39
74135,40
14760,36
43953,39
43512,39
30223,13
14414,36
58601,38
33950,12
77058,48
47167,18
7083,34
48067,26
72209,5
43113,39
48150,26
44145,39
78254,48
7430,34
13669,36
3431,33
37055,47
63801,29
91942,6
63084,29
44142,39
79110,48
79339,48
43526,39
16063,42
92111,6
91740,6
43112,39
2062,25
33137,12
18974,42
19047,42
63141,29
75647,48
78745,48
27330,37
78681,48
38128,47
33172,12
1832,25
48917,26
92405,6
54303,55
28403,37
31602,13
74131,40
54220,55
8096,34
80301,8
46013,18
86001,4
71269,22
84107,49
51501,19
59718,30
35674,1
15666,42
48910,26
14043,36
94014,6
12804,36
25301,54
76821,48
44870,39
89130,32
3103,33
78009,48
15084,42
44129,39
10583,36
95361,6
87114,35
93551,6
29406,45
70345,22
21162,24
66061,20
49686,26
